,publisher,publisher_categories,keywords,title,publicationYear,author(s),researcher,tot_appearances,tot_pubYrs,tot_keywords,tot_publishers
180,zenodo,general,"singing performance, music source separation, audiovisual scene analysis",university of rochester audio-visual solo singing performance (ursing) dataset,2022,y wang, yuxuan wang,7,6,7,5
181,zenodo,general,"singing performance, music source separation, audiovisual scene analysis",university of rochester audio-visual solo singing performance (ursing) dataset,2022,z duan," duan, zhiyao",2,2,2,2
185,columbia university,general,music, ulysses kay archive: columbia university rare book and manuscript library,2012,j lee,"lee, jennifer",5,4,5,3
186,arxiv,Math/physics/computerScience," high energy physics - theory (hep-th), fos: physical sciences, fos: physical sciences, arxiv, fields of science and technology (fos), fields of science and technology (fos), http://www.oecd.org/science/inno/38235147.pdf",the supersymmetric two boson hierarchies,1994,j brunelli,"brunelli, j. c.",1,1,1,1
187,arxiv,Math/physics/computerScience," high energy physics - theory (hep-th), fos: physical sciences, fos: physical sciences, arxiv, fields of science and technology (fos), fields of science and technology (fos), http://www.oecd.org/science/inno/38235147.pdf",the supersymmetric two boson hierarchies,1994,a das," das, a. ",3,2,3,3
188,arxiv,Math/physics/computerScience,"  physics education (physics.ed-ph), physics and society (physics.soc-ph), fos: physical sciences, fos: physical sciences, arxiv, arxiv, fields of science and technology (fos), fields of science and technology (fos), http://www.oecd.org/science/inno/38235147.pdf",winning over future scientists,1999,j fry,"fry, julie",1,1,1,1
190,arxiv,Math/physics/computerScience," nuclear theory (nucl-th), fos: physical sciences, fos: physical sciences, arxiv, fields of science and technology (fos), fields of science and technology (fos), http://www.oecd.org/science/inno/38235147.pdf","inelastic nucleon contributions in $(e,e^\\\\prime)$ nuclear response functions",1995,t ferree,"ferree, t. c.",1,1,1,1
191,arxiv,Math/physics/computerScience," nuclear theory (nucl-th), fos: physical sciences, fos: physical sciences, arxiv, fields of science and technology (fos), fields of science and technology (fos), http://www.oecd.org/science/inno/38235147.pdf","inelastic nucleon contributions in $(e,e^\\\\prime)$ nuclear response functions",1995,d koltun," koltun, d. s.",1,1,1,1
192,arxiv,Math/physics/computerScience," high energy physics - phenomenology (hep-ph), fos: physical sciences, fos: physical sciences, arxiv, fields of science and technology (fos), fields of science and technology (fos), http://www.oecd.org/science/inno/38235147.pdf",reducing the theoretical uncertainty in extracting |v_{ub}| from the inclusive semileptonic b to u decay rate,2000,m ahmady,"ahmady, m. r.",1,1,1,1
193,arxiv,Math/physics/computerScience," high energy physics - phenomenology (hep-ph), fos: physical sciences, fos: physical sciences, arxiv, fields of science and technology (fos), fields of science and technology (fos), http://www.oecd.org/science/inno/38235147.pdf",reducing the theoretical uncertainty in extracting |v_{ub}| from the inclusive semileptonic b to u decay rate,2000,f chishtie," chishtie, f. a.",2,1,1,1
194,arxiv,Math/physics/computerScience," high energy physics - phenomenology (hep-ph), fos: physical sciences, fos: physical sciences, arxiv, fields of science and technology (fos), fields of science and technology (fos), http://www.oecd.org/science/inno/38235147.pdf",reducing the theoretical uncertainty in extracting |v_{ub}| from the inclusive semileptonic b to u decay rate,2000,v elias," elias, v.",2,1,1,1
195,arxiv,Math/physics/computerScience," high energy physics - phenomenology (hep-ph), fos: physical sciences, fos: physical sciences, arxiv, fields of science and technology (fos), fields of science and technology (fos), http://www.oecd.org/science/inno/38235147.pdf",reducing the theoretical uncertainty in extracting |v_{ub}| from the inclusive semileptonic b to u decay rate,2000,t steele," steele, t. g. ",2,1,1,1
196,arxiv,Math/physics/computerScience," high energy physics - phenomenology (hep-ph), fos: physical sciences, fos: physical sciences, arxiv, fields of science and technology (fos), fields of science and technology (fos), http://www.oecd.org/science/inno/38235147.pdf",next-order estimate of higgs to two-gluon rate,2000,f chishtie,"chishtie, f. a.",2,1,1,1
197,arxiv,Math/physics/computerScience," high energy physics - phenomenology (hep-ph), fos: physical sciences, fos: physical sciences, arxiv, fields of science and technology (fos), fields of science and technology (fos), http://www.oecd.org/science/inno/38235147.pdf",next-order estimate of higgs to two-gluon rate,2000,v elias," elias, v.",2,1,1,1
198,arxiv,Math/physics/computerScience," high energy physics - phenomenology (hep-ph), fos: physical sciences, fos: physical sciences, arxiv, fields of science and technology (fos), fields of science and technology (fos), http://www.oecd.org/science/inno/38235147.pdf",next-order estimate of higgs to two-gluon rate,2000,t steele," steele, t. g. ",2,1,1,1
199,arxiv,Math/physics/computerScience,"en, high energy physics - phenomenology (hep-ph), fos: physical sciences, fos: physical sciences, arxiv, fields of science and technology (fos), fields of science and technology (fos), http://www.oecd.org/science/inno/38235147.pdf",creating matter at the electroweak phase transition,1995,j cline,"cline, james m.",1,1,1,1
200,arxiv,Math/physics/computerScience,"en, high energy physics - phenomenology (hep-ph), fos: physical sciences, fos: physical sciences, arxiv, fields of science and technology (fos), fields of science and technology (fos), http://www.oecd.org/science/inno/38235147.pdf",creating matter at the electroweak phase transition,1995,m university, mcgill university,1,1,1,1
201,arxiv,Math/physics/computerScience," high energy physics - phenomenology (hep-ph), fos: physical sciences, fos: physical sciences, arxiv, fields of science and technology (fos), fields of science and technology (fos), http://www.oecd.org/science/inno/38235147.pdf",fragmentation production of heavy quark states,1995,m doncheski,"doncheski, michael a.",1,1,1,1
202,arxiv,Math/physics/computerScience," high energy physics - phenomenology (hep-ph), fos: physical sciences, fos: physical sciences, arxiv, fields of science and technology (fos), fields of science and technology (fos), http://www.oecd.org/science/inno/38235147.pdf",fragmentation production of heavy quark states,1995,c university, carleton university,1,1,1,1
203,arxiv,Math/physics/computerScience,"   physics education (physics.ed-ph), high energy physics - experiment (hep-ex), instrumentation and detectors (physics.ins-det), fos: physical sciences, fos: physical sciences, arxiv, arxiv, arxiv, fields of science and technology (fos), fields of science and technology (fos), http://www.oecd.org/science/inno/38235147.pdf",a study of an acrylic cerenkov radiation detector,1999,b porter,"porter, b.",1,1,1,1
204,arxiv,Math/physics/computerScience,"   physics education (physics.ed-ph), high energy physics - experiment (hep-ex), instrumentation and detectors (physics.ins-det), fos: physical sciences, fos: physical sciences, arxiv, arxiv, arxiv, fields of science and technology (fos), fields of science and technology (fos), http://www.oecd.org/science/inno/38235147.pdf",a study of an acrylic cerenkov radiation detector,1999,p auchincloss," auchincloss, p.",1,1,1,1
205,arxiv,Math/physics/computerScience,"   physics education (physics.ed-ph), high energy physics - experiment (hep-ex), instrumentation and detectors (physics.ins-det), fos: physical sciences, fos: physical sciences, arxiv, arxiv, arxiv, fields of science and technology (fos), fields of science and technology (fos), http://www.oecd.org/science/inno/38235147.pdf",a study of an acrylic cerenkov radiation detector,1999,p de barbaro," de barbaro, p.",1,1,1,1
206,arxiv,Math/physics/computerScience,"   physics education (physics.ed-ph), high energy physics - experiment (hep-ex), instrumentation and detectors (physics.ins-det), fos: physical sciences, fos: physical sciences, arxiv, arxiv, arxiv, fields of science and technology (fos), fields of science and technology (fos), http://www.oecd.org/science/inno/38235147.pdf",a study of an acrylic cerenkov radiation detector,1999,a bodek," bodek, a.",1,1,1,1
207,arxiv,Math/physics/computerScience,"   physics education (physics.ed-ph), high energy physics - experiment (hep-ex), instrumentation and detectors (physics.ins-det), fos: physical sciences, fos: physical sciences, arxiv, arxiv, arxiv, fields of science and technology (fos), fields of science and technology (fos), http://www.oecd.org/science/inno/38235147.pdf",a study of an acrylic cerenkov radiation detector,1999,h budd," budd, h.",2,1,1,1
208,arxiv,Math/physics/computerScience,"   group theory (math.gr), algebraic topology (math.at), fos: mathematics, fos: mathematics, 20j06 (primary); 20e22, 20j15, 20g40, 20g10, 18g05, 18g40 (secondary), arxiv, arxiv, fields of science and technology (fos), fields of science and technology (fos), msc, http://www.oecd.org/science/inno/38235147.pdf",on the holomorph of a discrete group,2003,m voloshina,"voloshina, maria s.",1,1,1,1
209,arxiv,Math/physics/computerScience,"  optics (physics.optics), quantum physics (quant-ph), fos: physical sciences, fos: physical sciences, arxiv, arxiv, fields of science and technology (fos), fields of science and technology (fos), http://www.oecd.org/science/inno/38235147.pdf",nonachromaticity and reversals of topological phase as a function of wavelength,2003,r bhandari,"bhandari, rajendra",1,1,1,1
210,arxiv,Math/physics/computerScience," high energy physics - theory (hep-th), fos: physical sciences, fos: physical sciences, arxiv, fields of science and technology (fos), fields of science and technology (fos), http://www.oecd.org/science/inno/38235147.pdf",large-n limit as a classical limit: baryon in two-dimensional qcd and multi-matrix models,2004,"k s.,","krishnaswami, govind s.,",1,1,1,1
211,icpsr,Social Science,"  infant mortality, maternal mortality", extending the analysis of nurse family partnership on maternal and child mortality,2022,n donelan-mccall,"donelan-mccall, nancy",1,1,1,1
212,icpsr,Social Science,"  infant mortality, maternal mortality", extending the analysis of nurse family partnership on maternal and child mortality,2022,u colorado,  university of colorado,1,1,1,1
213,arxiv,Math/physics/computerScience,"  optics (physics.optics), computational physics (physics.comp-ph), fos: physical sciences, fos: physical sciences, arxiv, arxiv, fields of science and technology (fos), fields of science and technology (fos), http://www.oecd.org/science/inno/38235147.pdf",diffraction effects in the near field,2006,m kowarz,"kowarz, marek w.",1,1,1,1
214,arxiv,Math/physics/computerScience,"   mathematical physics (math-ph), numerical analysis (math.na), fos: physical sciences, fos: physical sciences, fos: mathematics, fos: mathematics, 1502,15a52, 65f25, arxiv, arxiv, fields of science and technology (fos), fields of science and technology (fos), fields of science and technology (fos), fields of science and technology (fos), msc, http://www.oecd.org/science/inno/38235147.pdf, http://www.oecd.org/science/inno/38235147.pdf",how to generate random matrices from the classical compact groups,2006,f mezzadri,"mezzadri, francesco",1,1,1,1
