,publisher,publisher_categories,keywords,title,publicationYear,author(s),tot_appearances,tot_pubYrs,tot_keywords,tot_publishers
156,zenodo,general,"ctsa, common metrics",from insights to action: enriching the clinical research workforce by developing diverse and inclusive career programs,2020," dozier, ann",1,1,1,1
157,zenodo,general,"ctsa, common metrics",from insights to action: enriching the clinical research workforce by developing diverse and inclusive career programs,2020," ossip, deborah",2,2,2,1
158,zenodo,general,"ctsa, common metrics",from insights to action: enriching the clinical research workforce by developing diverse and inclusive career programs,2020," zand, martin s.",1,1,1,1
160,zenodo,general,"ctsa, common metrics",from insights to action: enriching the clinical research workforce by developing diverse and inclusive career programs,2020, https://orcid.org/0000-0003-2275-0059,1,1,1,1
161,zenodo,general,"ctsa, common metrics",from insights to action: enriching the clinical research workforce by developing diverse and inclusive career programs,2020,  https://orcid.org/0000-0002-3223-4405,1,1,1,1
162,zenodo,general,"ctsa, common metrics",from insights to action: enriching the clinical research workforce by developing diverse and inclusive career programs,2020, https://orcid.org/0000-0001-5641-9810,1,1,1,1
163,zenodo,general,"ctsa, common metrics",from insights to action: enriching the clinical research workforce by developing diverse and inclusive career programs,2020, https://orcid.org/0000-0001-8853-2164,1,1,1,1
164,zenodo,general,"ctsa, common metrics",from insights to action: enriching the clinical research workforce by developing diverse and inclusive career programs,2020, https://orcid.org/0000-0001-8296-1910,1,1,1,1
165,zenodo,general,"ctsa, common metrics",from insights to action: enriching the clinical research workforce by developing diverse and inclusive career programs,2020, https://orcid.org/0000-0003-2918-597x,1,1,1,1
166,zenodo,general,"ctsa, common metrics",from insights to action: enriching the clinical research workforce by developing diverse and inclusive career programs,2020, https://orcid.org/0000-0002-7095-8682,2,2,2,1
167,zenodo,general,spnhc2022,"""19th century taxonomy and the invisible skeleton of the ward project and wards natural science establishment""",2022,"minckley, robert",1,1,1,1
168,zenodo,general,spnhc2022,"""19th century taxonomy and the invisible skeleton of the ward project and wards natural science establishment""",2022," mead, melissa",1,1,1,1
169,zenodo,general,spnhc2022,"""19th century taxonomy and the invisible skeleton of the ward project and wards natural science establishment""",2022," romphf, joshua",1,1,1,1
171,zenodo,general,spnhc2022,"""19th century taxonomy and the invisible skeleton of the ward project and wards natural science establishment""",2022,  https://orcid.org/0000-0002-1217-7693,1,1,1,1
172,zenodo,general,spnhc2022,"""19th century taxonomy and the invisible skeleton of the ward project and wards natural science establishment""",2022, https://orcid.org/0000-0003-2924-3076,1,1,1,1
173,humboldt-universität zu berlin,general,"brain, mind, neuroscience, history, technology, 900 geschichte, geografie und hilfswissenschaften, de, http://dewey.info/, dewey",the history of the brain and mind sciences,2019,"freeborn, alfred",1,1,1,1
174,arxiv,Math/physics/computerScience,"  signal processing (eess.sp), machine learning (cs.lg), fos: electrical engineering, electronic engineering, information engineering, fos: electrical engineering, electronic engineering, information engineering, fos: computer and information sciences, fos: computer and information sciences, arxiv, arxiv, fields of science and technology (fos), fields of science and technology (fos), fields of science and technology (fos), fields of science and technology (fos), http://www.oecd.org/science/inno/38235147.pdf, http://www.oecd.org/science/inno/38235147.pdf",the pseudo projection operator: applications of deep learning to projection based filtering in non-trivial frequency regimes,2021,"weiss, matthew l.",1,1,1,1
175,arxiv,Math/physics/computerScience,"  signal processing (eess.sp), machine learning (cs.lg), fos: electrical engineering, electronic engineering, information engineering, fos: electrical engineering, electronic engineering, information engineering, fos: computer and information sciences, fos: computer and information sciences, arxiv, arxiv, fields of science and technology (fos), fields of science and technology (fos), fields of science and technology (fos), fields of science and technology (fos), http://www.oecd.org/science/inno/38235147.pdf, http://www.oecd.org/science/inno/38235147.pdf",the pseudo projection operator: applications of deep learning to projection based filtering in non-trivial frequency regimes,2021," frey, nathan c.",1,1,1,1
176,arxiv,Math/physics/computerScience,"  signal processing (eess.sp), machine learning (cs.lg), fos: electrical engineering, electronic engineering, information engineering, fos: electrical engineering, electronic engineering, information engineering, fos: computer and information sciences, fos: computer and information sciences, arxiv, arxiv, fields of science and technology (fos), fields of science and technology (fos), fields of science and technology (fos), fields of science and technology (fos), http://www.oecd.org/science/inno/38235147.pdf, http://www.oecd.org/science/inno/38235147.pdf",the pseudo projection operator: applications of deep learning to projection based filtering in non-trivial frequency regimes,2021," samsi, siddharth",1,1,1,1
177,arxiv,Math/physics/computerScience,"  signal processing (eess.sp), machine learning (cs.lg), fos: electrical engineering, electronic engineering, information engineering, fos: electrical engineering, electronic engineering, information engineering, fos: computer and information sciences, fos: computer and information sciences, arxiv, arxiv, fields of science and technology (fos), fields of science and technology (fos), fields of science and technology (fos), fields of science and technology (fos), http://www.oecd.org/science/inno/38235147.pdf, http://www.oecd.org/science/inno/38235147.pdf",the pseudo projection operator: applications of deep learning to projection based filtering in non-trivial frequency regimes,2021," paffenroth, randy c.",1,1,1,1
178,arxiv,Math/physics/computerScience,"  signal processing (eess.sp), machine learning (cs.lg), fos: electrical engineering, electronic engineering, information engineering, fos: electrical engineering, electronic engineering, information engineering, fos: computer and information sciences, fos: computer and information sciences, arxiv, arxiv, fields of science and technology (fos), fields of science and technology (fos), fields of science and technology (fos), fields of science and technology (fos), http://www.oecd.org/science/inno/38235147.pdf, http://www.oecd.org/science/inno/38235147.pdf",the pseudo projection operator: applications of deep learning to projection based filtering in non-trivial frequency regimes,2021," gadepally, vijay ",1,1,1,1
179,zenodo,general,"singing performance, music source separation, audiovisual scene analysis",university of rochester audio-visual solo singing performance (ursing) dataset,2022,"li, bochen",2,2,2,2
180,zenodo,general,"singing performance, music source separation, audiovisual scene analysis",university of rochester audio-visual solo singing performance (ursing) dataset,2022, yuxuan wang,1,1,1,1
181,zenodo,general,"singing performance, music source separation, audiovisual scene analysis",university of rochester audio-visual solo singing performance (ursing) dataset,2022," duan, zhiyao",2,2,2,2
183,zenodo,general,"singing performance, music source separation, audiovisual scene analysis",university of rochester audio-visual solo singing performance (ursing) dataset,2022,", https://orcid.org/0000-0002-8304-6973",1,1,1,1
184,zenodo,general,"singing performance, music source separation, audiovisual scene analysis",university of rochester audio-visual solo singing performance (ursing) dataset,2022, https://orcid.org/0000-0002-8334-9974,1,1,1,1
185,columbia university,general,music, ulysses kay archive: columbia university rare book and manuscript library,2012,"lee, jennifer",1,1,1,1
186,arxiv,Math/physics/computerScience," high energy physics - theory (hep-th), fos: physical sciences, fos: physical sciences, arxiv, fields of science and technology (fos), fields of science and technology (fos), http://www.oecd.org/science/inno/38235147.pdf",the supersymmetric two boson hierarchies,1994,"brunelli, j. c.",1,1,1,1
187,arxiv,Math/physics/computerScience," high energy physics - theory (hep-th), fos: physical sciences, fos: physical sciences, arxiv, fields of science and technology (fos), fields of science and technology (fos), http://www.oecd.org/science/inno/38235147.pdf",the supersymmetric two boson hierarchies,1994," das, a. ",1,1,1,1
188,arxiv,Math/physics/computerScience,"  physics education (physics.ed-ph), physics and society (physics.soc-ph), fos: physical sciences, fos: physical sciences, arxiv, arxiv, fields of science and technology (fos), fields of science and technology (fos), http://www.oecd.org/science/inno/38235147.pdf",winning over future scientists,1999,"fry, julie",1,1,1,1
190,arxiv,Math/physics/computerScience," nuclear theory (nucl-th), fos: physical sciences, fos: physical sciences, arxiv, fields of science and technology (fos), fields of science and technology (fos), http://www.oecd.org/science/inno/38235147.pdf","inelastic nucleon contributions in $(e,e^\\\\prime)$ nuclear response functions",1995,"ferree, t. c.",1,1,1,1
191,arxiv,Math/physics/computerScience," nuclear theory (nucl-th), fos: physical sciences, fos: physical sciences, arxiv, fields of science and technology (fos), fields of science and technology (fos), http://www.oecd.org/science/inno/38235147.pdf","inelastic nucleon contributions in $(e,e^\\\\prime)$ nuclear response functions",1995," koltun, d. s.",1,1,1,1
192,arxiv,Math/physics/computerScience," high energy physics - phenomenology (hep-ph), fos: physical sciences, fos: physical sciences, arxiv, fields of science and technology (fos), fields of science and technology (fos), http://www.oecd.org/science/inno/38235147.pdf",reducing the theoretical uncertainty in extracting |v_{ub}| from the inclusive semileptonic b to u decay rate,2000,"ahmady, m. r.",1,1,1,1
193,arxiv,Math/physics/computerScience," high energy physics - phenomenology (hep-ph), fos: physical sciences, fos: physical sciences, arxiv, fields of science and technology (fos), fields of science and technology (fos), http://www.oecd.org/science/inno/38235147.pdf",reducing the theoretical uncertainty in extracting |v_{ub}| from the inclusive semileptonic b to u decay rate,2000," chishtie, f. a.",1,1,1,1
194,arxiv,Math/physics/computerScience," high energy physics - phenomenology (hep-ph), fos: physical sciences, fos: physical sciences, arxiv, fields of science and technology (fos), fields of science and technology (fos), http://www.oecd.org/science/inno/38235147.pdf",reducing the theoretical uncertainty in extracting |v_{ub}| from the inclusive semileptonic b to u decay rate,2000," elias, v.",2,1,1,1
195,arxiv,Math/physics/computerScience," high energy physics - phenomenology (hep-ph), fos: physical sciences, fos: physical sciences, arxiv, fields of science and technology (fos), fields of science and technology (fos), http://www.oecd.org/science/inno/38235147.pdf",reducing the theoretical uncertainty in extracting |v_{ub}| from the inclusive semileptonic b to u decay rate,2000," steele, t. g. ",2,1,1,1
